file_path,label
/home/elicer/emotion_project/emotion_wav/000-101.wav,Neutral
/home/elicer/emotion_project/emotion_wav/000-102.wav,Neutral
/home/elicer/emotion_project/emotion_wav/000-103.wav,Neutral
/home/elicer/emotion_project/emotion_wav/000-105.wav,Neutral
/home/elicer/emotion_project/emotion_wav/000-107.wav,Neutral
/home/elicer/emotion_project/emotion_wav/000-108.wav,Neutral
/home/elicer/emotion_project/emotion_wav/000-109.wav,Neutral
/home/elicer/emotion_project/emotion_wav/000-110.wav,Neutral
/home/elicer/emotion_project/emotion_wav/000-111.wav,Neutral
/home/elicer/emotion_project/emotion_wav/000-113.wav,Neutral
/home/elicer/emotion_project/emotion_wav/000-114.wav,Neutral
/home/elicer/emotion_project/emotion_wav/000-115.wav,Neutral
/home/elicer/emotion_project/emotion_wav/000-116.wav,Neutral
/home/elicer/emotion_project/emotion_wav/000-118.wav,Neutral
/home/elicer/emotion_project/emotion_wav/000-119.wav,Neutral
/home/elicer/emotion_project/emotion_wav/000-120.wav,Neutral
/home/elicer/emotion_project/emotion_wav/000-123.wav,Neutral
/home/elicer/emotion_project/emotion_wav/000-124.wav,Neutral
/home/elicer/emotion_project/emotion_wav/000-127.wav,Neutral
/home/elicer/emotion_project/emotion_wav/000-128.wav,Neutral
/home/elicer/emotion_project/emotion_wav/000-151.wav,Fear
/home/elicer/emotion_project/emotion_wav/000-152.wav,Fear
/home/elicer/emotion_project/emotion_wav/000-153.wav,Fear
/home/elicer/emotion_project/emotion_wav/000-154.wav,Fear
/home/elicer/emotion_project/emotion_wav/000-158.wav,Fear
/home/elicer/emotion_project/emotion_wav/000-171.wav,Fear
/home/elicer/emotion_project/emotion_wav/000-172.wav,Fear
/home/elicer/emotion_project/emotion_wav/000-179.wav,Fear
/home/elicer/emotion_project/emotion_wav/000-181.wav,Fear
/home/elicer/emotion_project/emotion_wav/000-182.wav,Fear
/home/elicer/emotion_project/emotion_wav/000-183.wav,Fear
/home/elicer/emotion_project/emotion_wav/000-184.wav,Fear
/home/elicer/emotion_project/emotion_wav/000-185.wav,Fear
/home/elicer/emotion_project/emotion_wav/000-186.wav,Fear
/home/elicer/emotion_project/emotion_wav/000-187.wav,Fear
/home/elicer/emotion_project/emotion_wav/000-189.wav,Fear
/home/elicer/emotion_project/emotion_wav/000-192.wav,Fear
/home/elicer/emotion_project/emotion_wav/000-197.wav,Fear
/home/elicer/emotion_project/emotion_wav/000-199.wav,Fear
/home/elicer/emotion_project/emotion_wav/000-200.wav,Fear
/home/elicer/emotion_project/emotion_wav/000-201.wav,Disgust
/home/elicer/emotion_project/emotion_wav/000-202.wav,Disgust
/home/elicer/emotion_project/emotion_wav/000-204.wav,Disgust
/home/elicer/emotion_project/emotion_wav/000-206.wav,Disgust
/home/elicer/emotion_project/emotion_wav/000-208.wav,Disgust
/home/elicer/emotion_project/emotion_wav/000-209.wav,Disgust
/home/elicer/emotion_project/emotion_wav/000-210.wav,Disgust
/home/elicer/emotion_project/emotion_wav/000-211.wav,Disgust
/home/elicer/emotion_project/emotion_wav/000-212.wav,Disgust
/home/elicer/emotion_project/emotion_wav/000-216.wav,Disgust
/home/elicer/emotion_project/emotion_wav/000-218.wav,Disgust
/home/elicer/emotion_project/emotion_wav/000-221.wav,Disgust
/home/elicer/emotion_project/emotion_wav/000-222.wav,Disgust
/home/elicer/emotion_project/emotion_wav/000-225.wav,Disgust
/home/elicer/emotion_project/emotion_wav/000-232.wav,Disgust
/home/elicer/emotion_project/emotion_wav/000-238.wav,Disgust
/home/elicer/emotion_project/emotion_wav/000-241.wav,Disgust
/home/elicer/emotion_project/emotion_wav/000-244.wav,Disgust
/home/elicer/emotion_project/emotion_wav/000-245.wav,Disgust
/home/elicer/emotion_project/emotion_wav/000-248.wav,Disgust
/home/elicer/emotion_project/emotion_wav/000-251.wav,Anger
/home/elicer/emotion_project/emotion_wav/000-252.wav,Anger
/home/elicer/emotion_project/emotion_wav/000-255.wav,Anger
/home/elicer/emotion_project/emotion_wav/000-257.wav,Anger
/home/elicer/emotion_project/emotion_wav/000-258.wav,Anger
/home/elicer/emotion_project/emotion_wav/000-263.wav,Anger
/home/elicer/emotion_project/emotion_wav/000-264.wav,Anger
/home/elicer/emotion_project/emotion_wav/000-267.wav,Anger
/home/elicer/emotion_project/emotion_wav/000-271.wav,Anger
/home/elicer/emotion_project/emotion_wav/000-275.wav,Anger
/home/elicer/emotion_project/emotion_wav/000-277.wav,Anger
/home/elicer/emotion_project/emotion_wav/000-280.wav,Anger
/home/elicer/emotion_project/emotion_wav/000-285.wav,Anger
/home/elicer/emotion_project/emotion_wav/000-287.wav,Anger
/home/elicer/emotion_project/emotion_wav/000-289.wav,Anger
/home/elicer/emotion_project/emotion_wav/000-292.wav,Anger
/home/elicer/emotion_project/emotion_wav/000-294.wav,Anger
/home/elicer/emotion_project/emotion_wav/000-296.wav,Anger
/home/elicer/emotion_project/emotion_wav/000-297.wav,Anger
/home/elicer/emotion_project/emotion_wav/000-298.wav,Anger
/home/elicer/emotion_project/emotion_wav/000-301.wav,Sadness
/home/elicer/emotion_project/emotion_wav/000-302.wav,Sadness
/home/elicer/emotion_project/emotion_wav/000-305.wav,Sadness
/home/elicer/emotion_project/emotion_wav/000-313.wav,Sadness
/home/elicer/emotion_project/emotion_wav/000-314.wav,Sadness
/home/elicer/emotion_project/emotion_wav/000-321.wav,Sadness
/home/elicer/emotion_project/emotion_wav/000-323.wav,Sadness
/home/elicer/emotion_project/emotion_wav/000-326.wav,Sadness
/home/elicer/emotion_project/emotion_wav/000-328.wav,Sadness
/home/elicer/emotion_project/emotion_wav/000-329.wav,Sadness
/home/elicer/emotion_project/emotion_wav/000-331.wav,Sadness
/home/elicer/emotion_project/emotion_wav/000-336.wav,Sadness
/home/elicer/emotion_project/emotion_wav/000-339.wav,Sadness
/home/elicer/emotion_project/emotion_wav/000-342.wav,Sadness
/home/elicer/emotion_project/emotion_wav/000-343.wav,Sadness
/home/elicer/emotion_project/emotion_wav/000-344.wav,Sadness
/home/elicer/emotion_project/emotion_wav/000-346.wav,Sadness
/home/elicer/emotion_project/emotion_wav/000-347.wav,Sadness
/home/elicer/emotion_project/emotion_wav/000-348.wav,Sadness
/home/elicer/emotion_project/emotion_wav/000-349.wav,Sadness
/home/elicer/emotion_project/emotion_wav/001-003.wav,Happiness
/home/elicer/emotion_project/emotion_wav/001-004.wav,Happiness
/home/elicer/emotion_project/emotion_wav/001-011.wav,Happiness
/home/elicer/emotion_project/emotion_wav/001-012.wav,Happiness
/home/elicer/emotion_project/emotion_wav/001-013.wav,Happiness
/home/elicer/emotion_project/emotion_wav/001-014.wav,Happiness
/home/elicer/emotion_project/emotion_wav/001-015.wav,Happiness
/home/elicer/emotion_project/emotion_wav/001-016.wav,Happiness
/home/elicer/emotion_project/emotion_wav/001-017.wav,Happiness
/home/elicer/emotion_project/emotion_wav/001-020.wav,Happiness
/home/elicer/emotion_project/emotion_wav/001-021.wav,Happiness
/home/elicer/emotion_project/emotion_wav/001-022.wav,Happiness
/home/elicer/emotion_project/emotion_wav/001-023.wav,Happiness
/home/elicer/emotion_project/emotion_wav/001-024.wav,Happiness
/home/elicer/emotion_project/emotion_wav/001-026.wav,Happiness
/home/elicer/emotion_project/emotion_wav/001-027.wav,Happiness
/home/elicer/emotion_project/emotion_wav/001-028.wav,Happiness
/home/elicer/emotion_project/emotion_wav/001-029.wav,Happiness
/home/elicer/emotion_project/emotion_wav/001-030.wav,Happiness
/home/elicer/emotion_project/emotion_wav/001-031.wav,Happiness
/home/elicer/emotion_project/emotion_wav/001-032.wav,Happiness
/home/elicer/emotion_project/emotion_wav/001-033.wav,Happiness
/home/elicer/emotion_project/emotion_wav/001-036.wav,Happiness
/home/elicer/emotion_project/emotion_wav/001-037.wav,Happiness
/home/elicer/emotion_project/emotion_wav/001-040.wav,Happiness
/home/elicer/emotion_project/emotion_wav/001-042.wav,Happiness
/home/elicer/emotion_project/emotion_wav/001-043.wav,Happiness
/home/elicer/emotion_project/emotion_wav/001-045.wav,Happiness
/home/elicer/emotion_project/emotion_wav/001-046.wav,Happiness
/home/elicer/emotion_project/emotion_wav/001-047.wav,Happiness
/home/elicer/emotion_project/emotion_wav/001-048.wav,Happiness
/home/elicer/emotion_project/emotion_wav/001-050.wav,Happiness
/home/elicer/emotion_project/emotion_wav/001-051.wav,Surprise
/home/elicer/emotion_project/emotion_wav/001-056.wav,Surprise
/home/elicer/emotion_project/emotion_wav/001-060.wav,Surprise
/home/elicer/emotion_project/emotion_wav/001-061.wav,Surprise
/home/elicer/emotion_project/emotion_wav/001-062.wav,Surprise
/home/elicer/emotion_project/emotion_wav/001-063.wav,Surprise
/home/elicer/emotion_project/emotion_wav/001-066.wav,Surprise
/home/elicer/emotion_project/emotion_wav/001-068.wav,Surprise
/home/elicer/emotion_project/emotion_wav/001-069.wav,Surprise
/home/elicer/emotion_project/emotion_wav/001-070.wav,Surprise
/home/elicer/emotion_project/emotion_wav/001-071.wav,Surprise
/home/elicer/emotion_project/emotion_wav/001-073.wav,Surprise
/home/elicer/emotion_project/emotion_wav/001-075.wav,Surprise
/home/elicer/emotion_project/emotion_wav/001-078.wav,Surprise
/home/elicer/emotion_project/emotion_wav/001-082.wav,Surprise
/home/elicer/emotion_project/emotion_wav/001-085.wav,Surprise
/home/elicer/emotion_project/emotion_wav/001-086.wav,Surprise
/home/elicer/emotion_project/emotion_wav/001-087.wav,Surprise
/home/elicer/emotion_project/emotion_wav/001-088.wav,Surprise
/home/elicer/emotion_project/emotion_wav/001-089.wav,Surprise
/home/elicer/emotion_project/emotion_wav/001-090.wav,Surprise
/home/elicer/emotion_project/emotion_wav/001-091.wav,Surprise
/home/elicer/emotion_project/emotion_wav/001-092.wav,Surprise
/home/elicer/emotion_project/emotion_wav/001-093.wav,Surprise
/home/elicer/emotion_project/emotion_wav/001-094.wav,Surprise
/home/elicer/emotion_project/emotion_wav/001-095.wav,Surprise
/home/elicer/emotion_project/emotion_wav/001-096.wav,Surprise
/home/elicer/emotion_project/emotion_wav/001-097.wav,Surprise
/home/elicer/emotion_project/emotion_wav/001-098.wav,Surprise
/home/elicer/emotion_project/emotion_wav/001-099.wav,Surprise
/home/elicer/emotion_project/emotion_wav/001-100.wav,Surprise
/home/elicer/emotion_project/emotion_wav/001-101.wav,Neutral
/home/elicer/emotion_project/emotion_wav/001-102.wav,Neutral
/home/elicer/emotion_project/emotion_wav/001-103.wav,Neutral
/home/elicer/emotion_project/emotion_wav/001-104.wav,Neutral
/home/elicer/emotion_project/emotion_wav/001-105.wav,Neutral
/home/elicer/emotion_project/emotion_wav/001-106.wav,Neutral
/home/elicer/emotion_project/emotion_wav/001-108.wav,Neutral
/home/elicer/emotion_project/emotion_wav/001-109.wav,Neutral
/home/elicer/emotion_project/emotion_wav/001-112.wav,Neutral
/home/elicer/emotion_project/emotion_wav/001-113.wav,Neutral
/home/elicer/emotion_project/emotion_wav/001-114.wav,Neutral
/home/elicer/emotion_project/emotion_wav/001-116.wav,Neutral
/home/elicer/emotion_project/emotion_wav/001-117.wav,Neutral
/home/elicer/emotion_project/emotion_wav/001-118.wav,Neutral
/home/elicer/emotion_project/emotion_wav/001-119.wav,Neutral
/home/elicer/emotion_project/emotion_wav/001-121.wav,Neutral
/home/elicer/emotion_project/emotion_wav/001-123.wav,Neutral
/home/elicer/emotion_project/emotion_wav/001-124.wav,Neutral
/home/elicer/emotion_project/emotion_wav/001-125.wav,Neutral
/home/elicer/emotion_project/emotion_wav/001-128.wav,Neutral
/home/elicer/emotion_project/emotion_wav/001-140.wav,Neutral
/home/elicer/emotion_project/emotion_wav/001-141.wav,Neutral
/home/elicer/emotion_project/emotion_wav/001-142.wav,Neutral
/home/elicer/emotion_project/emotion_wav/001-143.wav,Neutral
/home/elicer/emotion_project/emotion_wav/001-144.wav,Neutral
/home/elicer/emotion_project/emotion_wav/001-145.wav,Neutral
/home/elicer/emotion_project/emotion_wav/001-146.wav,Neutral
/home/elicer/emotion_project/emotion_wav/001-147.wav,Neutral
/home/elicer/emotion_project/emotion_wav/001-148.wav,Neutral
/home/elicer/emotion_project/emotion_wav/001-149.wav,Neutral
/home/elicer/emotion_project/emotion_wav/001-150.wav,Neutral
/home/elicer/emotion_project/emotion_wav/001-151.wav,Fear
/home/elicer/emotion_project/emotion_wav/001-152.wav,Fear
/home/elicer/emotion_project/emotion_wav/001-153.wav,Fear
/home/elicer/emotion_project/emotion_wav/001-155.wav,Fear
/home/elicer/emotion_project/emotion_wav/001-156.wav,Fear
/home/elicer/emotion_project/emotion_wav/001-157.wav,Fear
/home/elicer/emotion_project/emotion_wav/001-158.wav,Fear
/home/elicer/emotion_project/emotion_wav/001-162.wav,Fear
/home/elicer/emotion_project/emotion_wav/001-165.wav,Fear
/home/elicer/emotion_project/emotion_wav/001-166.wav,Fear
/home/elicer/emotion_project/emotion_wav/001-167.wav,Fear
/home/elicer/emotion_project/emotion_wav/001-168.wav,Fear
/home/elicer/emotion_project/emotion_wav/001-169.wav,Fear
/home/elicer/emotion_project/emotion_wav/001-170.wav,Fear
/home/elicer/emotion_project/emotion_wav/001-171.wav,Fear
/home/elicer/emotion_project/emotion_wav/001-173.wav,Fear
/home/elicer/emotion_project/emotion_wav/001-176.wav,Fear
/home/elicer/emotion_project/emotion_wav/001-177.wav,Fear
/home/elicer/emotion_project/emotion_wav/001-178.wav,Fear
/home/elicer/emotion_project/emotion_wav/001-181.wav,Fear
/home/elicer/emotion_project/emotion_wav/001-182.wav,Fear
/home/elicer/emotion_project/emotion_wav/001-191.wav,Fear
/home/elicer/emotion_project/emotion_wav/001-192.wav,Fear
/home/elicer/emotion_project/emotion_wav/001-193.wav,Fear
/home/elicer/emotion_project/emotion_wav/001-194.wav,Fear
/home/elicer/emotion_project/emotion_wav/001-195.wav,Fear
/home/elicer/emotion_project/emotion_wav/001-196.wav,Fear
/home/elicer/emotion_project/emotion_wav/001-197.wav,Fear
/home/elicer/emotion_project/emotion_wav/001-198.wav,Fear
/home/elicer/emotion_project/emotion_wav/001-199.wav,Fear
/home/elicer/emotion_project/emotion_wav/001-200.wav,Fear
/home/elicer/emotion_project/emotion_wav/001-202.wav,Disgust
/home/elicer/emotion_project/emotion_wav/001-203.wav,Disgust
/home/elicer/emotion_project/emotion_wav/001-204.wav,Disgust
/home/elicer/emotion_project/emotion_wav/001-206.wav,Disgust
/home/elicer/emotion_project/emotion_wav/001-208.wav,Disgust
/home/elicer/emotion_project/emotion_wav/001-209.wav,Disgust
/home/elicer/emotion_project/emotion_wav/001-210.wav,Disgust
/home/elicer/emotion_project/emotion_wav/001-211.wav,Disgust
/home/elicer/emotion_project/emotion_wav/001-212.wav,Disgust
/home/elicer/emotion_project/emotion_wav/001-213.wav,Disgust
/home/elicer/emotion_project/emotion_wav/001-214.wav,Disgust
/home/elicer/emotion_project/emotion_wav/001-215.wav,Disgust
/home/elicer/emotion_project/emotion_wav/001-217.wav,Disgust
/home/elicer/emotion_project/emotion_wav/001-219.wav,Disgust
/home/elicer/emotion_project/emotion_wav/001-220.wav,Disgust
/home/elicer/emotion_project/emotion_wav/001-221.wav,Disgust
/home/elicer/emotion_project/emotion_wav/001-223.wav,Disgust
/home/elicer/emotion_project/emotion_wav/001-224.wav,Disgust
/home/elicer/emotion_project/emotion_wav/001-225.wav,Disgust
/home/elicer/emotion_project/emotion_wav/001-226.wav,Disgust
/home/elicer/emotion_project/emotion_wav/001-237.wav,Disgust
/home/elicer/emotion_project/emotion_wav/001-241.wav,Disgust
/home/elicer/emotion_project/emotion_wav/001-242.wav,Disgust
/home/elicer/emotion_project/emotion_wav/001-243.wav,Disgust
/home/elicer/emotion_project/emotion_wav/001-244.wav,Disgust
/home/elicer/emotion_project/emotion_wav/001-245.wav,Disgust
/home/elicer/emotion_project/emotion_wav/001-246.wav,Disgust
/home/elicer/emotion_project/emotion_wav/001-247.wav,Disgust
/home/elicer/emotion_project/emotion_wav/001-248.wav,Disgust
/home/elicer/emotion_project/emotion_wav/001-249.wav,Disgust
/home/elicer/emotion_project/emotion_wav/001-250.wav,Disgust
/home/elicer/emotion_project/emotion_wav/001-251.wav,Anger
/home/elicer/emotion_project/emotion_wav/001-252.wav,Anger
/home/elicer/emotion_project/emotion_wav/001-254.wav,Anger
/home/elicer/emotion_project/emotion_wav/001-255.wav,Anger
/home/elicer/emotion_project/emotion_wav/001-256.wav,Anger
/home/elicer/emotion_project/emotion_wav/001-257.wav,Anger
/home/elicer/emotion_project/emotion_wav/001-258.wav,Anger
/home/elicer/emotion_project/emotion_wav/001-259.wav,Anger
/home/elicer/emotion_project/emotion_wav/001-260.wav,Anger
/home/elicer/emotion_project/emotion_wav/001-261.wav,Anger
/home/elicer/emotion_project/emotion_wav/001-262.wav,Anger
/home/elicer/emotion_project/emotion_wav/001-264.wav,Anger
/home/elicer/emotion_project/emotion_wav/001-266.wav,Anger
/home/elicer/emotion_project/emotion_wav/001-268.wav,Anger
/home/elicer/emotion_project/emotion_wav/001-270.wav,Anger
/home/elicer/emotion_project/emotion_wav/001-271.wav,Anger
/home/elicer/emotion_project/emotion_wav/001-272.wav,Anger
/home/elicer/emotion_project/emotion_wav/001-274.wav,Anger
/home/elicer/emotion_project/emotion_wav/001-275.wav,Anger
/home/elicer/emotion_project/emotion_wav/001-277.wav,Anger
/home/elicer/emotion_project/emotion_wav/001-287.wav,Anger
/home/elicer/emotion_project/emotion_wav/001-288.wav,Anger
/home/elicer/emotion_project/emotion_wav/001-291.wav,Anger
/home/elicer/emotion_project/emotion_wav/001-292.wav,Anger
/home/elicer/emotion_project/emotion_wav/001-293.wav,Anger
/home/elicer/emotion_project/emotion_wav/001-294.wav,Anger
/home/elicer/emotion_project/emotion_wav/001-295.wav,Anger
/home/elicer/emotion_project/emotion_wav/001-296.wav,Anger
/home/elicer/emotion_project/emotion_wav/001-297.wav,Anger
/home/elicer/emotion_project/emotion_wav/001-299.wav,Anger
/home/elicer/emotion_project/emotion_wav/001-300.wav,Anger
/home/elicer/emotion_project/emotion_wav/001-301.wav,Sadness
/home/elicer/emotion_project/emotion_wav/001-302.wav,Sadness
/home/elicer/emotion_project/emotion_wav/001-305.wav,Sadness
/home/elicer/emotion_project/emotion_wav/001-306.wav,Sadness
/home/elicer/emotion_project/emotion_wav/001-308.wav,Sadness
/home/elicer/emotion_project/emotion_wav/001-309.wav,Sadness
/home/elicer/emotion_project/emotion_wav/001-311.wav,Sadness
/home/elicer/emotion_project/emotion_wav/001-312.wav,Sadness
/home/elicer/emotion_project/emotion_wav/001-318.wav,Sadness
/home/elicer/emotion_project/emotion_wav/001-319.wav,Sadness
/home/elicer/emotion_project/emotion_wav/001-320.wav,Sadness
/home/elicer/emotion_project/emotion_wav/001-322.wav,Sadness
/home/elicer/emotion_project/emotion_wav/001-323.wav,Sadness
/home/elicer/emotion_project/emotion_wav/001-324.wav,Sadness
/home/elicer/emotion_project/emotion_wav/001-325.wav,Sadness
/home/elicer/emotion_project/emotion_wav/001-329.wav,Sadness
/home/elicer/emotion_project/emotion_wav/001-330.wav,Sadness
/home/elicer/emotion_project/emotion_wav/001-331.wav,Sadness
/home/elicer/emotion_project/emotion_wav/001-332.wav,Sadness
/home/elicer/emotion_project/emotion_wav/001-334.wav,Sadness
/home/elicer/emotion_project/emotion_wav/001-336.wav,Sadness
/home/elicer/emotion_project/emotion_wav/001-337.wav,Sadness
/home/elicer/emotion_project/emotion_wav/001-339.wav,Sadness
/home/elicer/emotion_project/emotion_wav/001-341.wav,Sadness
/home/elicer/emotion_project/emotion_wav/001-342.wav,Sadness
/home/elicer/emotion_project/emotion_wav/001-343.wav,Sadness
/home/elicer/emotion_project/emotion_wav/001-344.wav,Sadness
/home/elicer/emotion_project/emotion_wav/001-345.wav,Sadness
/home/elicer/emotion_project/emotion_wav/001-346.wav,Sadness
/home/elicer/emotion_project/emotion_wav/001-347.wav,Sadness
/home/elicer/emotion_project/emotion_wav/001-348.wav,Sadness
/home/elicer/emotion_project/emotion_wav/001-349.wav,Sadness
/home/elicer/emotion_project/emotion_wav/002-001.wav,Happiness
/home/elicer/emotion_project/emotion_wav/002-002.wav,Happiness
/home/elicer/emotion_project/emotion_wav/002-003.wav,Happiness
/home/elicer/emotion_project/emotion_wav/002-004.wav,Happiness
/home/elicer/emotion_project/emotion_wav/002-005.wav,Happiness
/home/elicer/emotion_project/emotion_wav/002-006.wav,Happiness
/home/elicer/emotion_project/emotion_wav/002-007.wav,Happiness
/home/elicer/emotion_project/emotion_wav/002-008.wav,Happiness
/home/elicer/emotion_project/emotion_wav/002-009.wav,Happiness
/home/elicer/emotion_project/emotion_wav/002-010.wav,Happiness
/home/elicer/emotion_project/emotion_wav/002-026.wav,Happiness
/home/elicer/emotion_project/emotion_wav/002-047.wav,Happiness
/home/elicer/emotion_project/emotion_wav/002-051.wav,Surprise
/home/elicer/emotion_project/emotion_wav/002-052.wav,Surprise
/home/elicer/emotion_project/emotion_wav/002-053.wav,Surprise
/home/elicer/emotion_project/emotion_wav/002-054.wav,Surprise
/home/elicer/emotion_project/emotion_wav/002-055.wav,Surprise
/home/elicer/emotion_project/emotion_wav/002-056.wav,Surprise
/home/elicer/emotion_project/emotion_wav/002-057.wav,Surprise
/home/elicer/emotion_project/emotion_wav/002-058.wav,Surprise
/home/elicer/emotion_project/emotion_wav/002-059.wav,Surprise
/home/elicer/emotion_project/emotion_wav/002-060.wav,Surprise
/home/elicer/emotion_project/emotion_wav/002-070.wav,Surprise
/home/elicer/emotion_project/emotion_wav/002-082.wav,Surprise
/home/elicer/emotion_project/emotion_wav/002-101.wav,Neutral
/home/elicer/emotion_project/emotion_wav/002-102.wav,Neutral
/home/elicer/emotion_project/emotion_wav/002-103.wav,Neutral
/home/elicer/emotion_project/emotion_wav/002-104.wav,Neutral
/home/elicer/emotion_project/emotion_wav/002-105.wav,Neutral
/home/elicer/emotion_project/emotion_wav/002-106.wav,Neutral
/home/elicer/emotion_project/emotion_wav/002-107.wav,Neutral
/home/elicer/emotion_project/emotion_wav/002-108.wav,Neutral
/home/elicer/emotion_project/emotion_wav/002-109.wav,Neutral
/home/elicer/emotion_project/emotion_wav/002-110.wav,Neutral
/home/elicer/emotion_project/emotion_wav/002-118.wav,Neutral
/home/elicer/emotion_project/emotion_wav/002-124.wav,Neutral
/home/elicer/emotion_project/emotion_wav/002-151.wav,Fear
/home/elicer/emotion_project/emotion_wav/002-152.wav,Fear
/home/elicer/emotion_project/emotion_wav/002-153.wav,Fear
/home/elicer/emotion_project/emotion_wav/002-154.wav,Fear
/home/elicer/emotion_project/emotion_wav/002-155.wav,Fear
/home/elicer/emotion_project/emotion_wav/002-156.wav,Fear
/home/elicer/emotion_project/emotion_wav/002-157.wav,Fear
/home/elicer/emotion_project/emotion_wav/002-158.wav,Fear
/home/elicer/emotion_project/emotion_wav/002-159.wav,Fear
/home/elicer/emotion_project/emotion_wav/002-160.wav,Fear
/home/elicer/emotion_project/emotion_wav/002-182.wav,Fear
/home/elicer/emotion_project/emotion_wav/002-200.wav,Fear
/home/elicer/emotion_project/emotion_wav/002-201.wav,Disgust
/home/elicer/emotion_project/emotion_wav/002-202.wav,Disgust
/home/elicer/emotion_project/emotion_wav/002-203.wav,Disgust
/home/elicer/emotion_project/emotion_wav/002-204.wav,Disgust
/home/elicer/emotion_project/emotion_wav/002-205.wav,Disgust
/home/elicer/emotion_project/emotion_wav/002-206.wav,Disgust
/home/elicer/emotion_project/emotion_wav/002-207.wav,Disgust
/home/elicer/emotion_project/emotion_wav/002-208.wav,Disgust
/home/elicer/emotion_project/emotion_wav/002-209.wav,Disgust
/home/elicer/emotion_project/emotion_wav/002-210.wav,Disgust
/home/elicer/emotion_project/emotion_wav/002-227.wav,Disgust
/home/elicer/emotion_project/emotion_wav/002-248.wav,Disgust
/home/elicer/emotion_project/emotion_wav/002-251.wav,Anger
/home/elicer/emotion_project/emotion_wav/002-252.wav,Anger
/home/elicer/emotion_project/emotion_wav/002-253.wav,Anger
/home/elicer/emotion_project/emotion_wav/002-254.wav,Anger
/home/elicer/emotion_project/emotion_wav/002-255.wav,Anger
/home/elicer/emotion_project/emotion_wav/002-256.wav,Anger
/home/elicer/emotion_project/emotion_wav/002-257.wav,Anger
/home/elicer/emotion_project/emotion_wav/002-258.wav,Anger
/home/elicer/emotion_project/emotion_wav/002-259.wav,Anger
/home/elicer/emotion_project/emotion_wav/002-260.wav,Anger
/home/elicer/emotion_project/emotion_wav/002-268.wav,Anger
/home/elicer/emotion_project/emotion_wav/002-283.wav,Anger
/home/elicer/emotion_project/emotion_wav/002-301.wav,Sadness
/home/elicer/emotion_project/emotion_wav/002-302.wav,Sadness
/home/elicer/emotion_project/emotion_wav/002-303.wav,Sadness
/home/elicer/emotion_project/emotion_wav/002-304.wav,Sadness
/home/elicer/emotion_project/emotion_wav/002-305.wav,Sadness
/home/elicer/emotion_project/emotion_wav/002-306.wav,Sadness
/home/elicer/emotion_project/emotion_wav/002-307.wav,Sadness
/home/elicer/emotion_project/emotion_wav/002-308.wav,Sadness
/home/elicer/emotion_project/emotion_wav/002-309.wav,Sadness
/home/elicer/emotion_project/emotion_wav/002-310.wav,Sadness
